passenger_id,age_band,travel_party_type,visa_bucket,layover_duration_hrs,arrival_time_block,season_month,luggage_status,fatigue_level,budget_tier,interest_category,risk_comfort,marketing_channel,layover_confidence_score,confidence_band,recommended_tier,app_viewed,eligibility_checked,packages_viewed,booked,selected_package,paid_amount_aed,late_return_risk_score,completed_on_time,satisfaction_rating,referral_intent,app_viewed_clean,eligibility_checked_clean,booked_clean,completed_on_time_clean,recommended_tier_clean,selected_package_clean,layover_duration_hrs_clean,paid_amount_aed_clean,fatigue_missing_flag,budget_missing_flag,fatigue_level_clean,budget_tier_clean,time_buffer_mins_clean,confidence_band_clean,conversion_flag,package_viewed_flag,completed_flag,late_return_flag_clean,revenue_category,funnel_stage_clean,tier_category,high_value_lead_flag,engagement_level,safe_to_leave_flag,recommendation_match_flag
PS00415,35-44,Family with kids,Transit-Visa-Required,11.3,Morning,January,Carry-On Only,3,Premium,Relaxation & Wellness,3,Organic App Search,76.3,High,Premium Fast-Track/Chauffeur,True,False,1,No,,,,,,,True,False,False,,Premium Fast-Track/Chauffeur,,11.3,,False,False,3.0,Premium,588.0,High,False,True,False,,No Spend,Package Viewed,Outdoor/Higher-Risk,False,Low,True,
PS00416,25-34,Solo,visa-free/on-arrival,3.0,Afternoon,June,Checked-Through,2,Premium,Culture & Heritage,3,Social Media,75.5,High,Premium Fast-Track/Chauffeur,True,Y,3,True,Premium Fast-Track/Chauffeur,2352.0,61.0,True,4.0,4.0,True,True,True,True,Premium Fast-Track/Chauffeur,Premium Fast-Track/Chauffeur,3.0,2352.0,False,False,2.0,Premium,90.0,High,True,True,True,1.0,High,Completed,Outdoor/Higher-Risk,True,Medium,False,1.0
PS00417,25-34,Family with kids,Not-Eligible,4.6,Morning,July,Checked-Through,3,Mid-Range,Active/City,5,Organic App Search,30.0,Low,Stay Airside,True,True,0,0,,,,,,,True,True,False,,Stay Airside,,4.6,,False,False,3.0,Mid-Range,186.0,Low,False,False,False,,No Spend,Eligibility Checked,Airside/Low-Risk,False,None,False,
PS00418,25-34,Solo,Not-Eligible,6.8,Afternoon,May,Checked-Through,4,Budget,Culture & Heritage,3,Airport Signage,30.0,Low,Stay Airside,True,True,0,False,,,,,,,True,True,False,,Stay Airside,,6.8,,False,False,4.0,Budget,318.0,Low,False,False,False,,No Spend,Eligibility Checked,Airside/Low-Risk,False,None,False,
PS00419,35-44,Friends/Group,Visa-Free/On-Arrival,17.4,Evening,August,Carry-On Only,3,Premium,Active/City,5,Airline Partner,87.7,High,Premium Fast-Track/Chauffeur,True,True,3,False,,,,,,,True,True,False,,Premium Fast-Track/Chauffeur,,17.4,,False,False,3.0,Premium,954.0,High,False,True,False,,No Spend,Package Viewed,Outdoor/Higher-Risk,True,Medium,True,
PS00420,45-54,Solo,Visa-Free/On-Arrival,11.3,Night,September,Checked-Through,2,Mid-Range,Shopping,5,Social Media,94.2,High,City/Culture/Shopping,True,1,6,True,City/Culture/Shopping,373.0,7.4,True,4.0,4.0,True,True,True,True,City/Culture/Shopping,City/Culture/Shopping,11.3,373.0,False,False,2.0,Mid-Range,588.0,High,True,True,True,0.0,Mid,Completed,Outdoor/Higher-Risk,False,High,True,1.0
PS00421,45-54,Family with kids,Visa-Free/On-Arrival,7.8,Evening,November,Checked-Through,2,Budget,Shopping,3,Social Media,79.8,High,City/Culture/Shopping,True,True,2,True,City/Culture/Shopping,409.0,46.8,True,4.0,5.0,True,True,True,True,City/Culture/Shopping,City/Culture/Shopping,7.8,409.0,False,False,2.0,Budget,378.0,High,True,True,True,0.0,Mid,Completed,Outdoor/Higher-Risk,False,Low,True,1.0
PS00422,45-54,Couple,Visa-Free/On-Arrival,5.4,Night,November,Needs Storage,3,Budget,Relaxation & Wellness,5,Airport Signage,72.0,High,City/Culture/Shopping,True,True,4,TRUE,City/Culture/Shopping,320.0,57.1,True,2.0,2.0,True,True,True,True,City/Culture/Shopping,City/Culture/Shopping,5.4,320.0,False,False,3.0,Budget,234.0,High,True,True,True,1.0,Mid,Completed,Outdoor/Higher-Risk,False,Medium,True,1.0
PS00423,18-24,Solo,Transit-Visa-Required,21.2,Morning,February,Carry-On Only,3,Mid-Range,Relaxation & Wellness,5,Airport Signage,75.3,High,City/Culture/Shopping,True,True,4,True,City/Culture/Shopping,410.0,6.3,True,4.0,3.0,True,True,True,True,City/Culture/Shopping,City/Culture/Shopping,21.2,410.0,False,False,3.0,Mid-Range,1182.0,High,True,True,True,0.0,Mid,Completed,Outdoor/Higher-Risk,False,Medium,True,1.0
PS00424,25-34,Solo,Transit-Visa-Required,7.2,Morning,November,Carry-On Only,4,Budget,Relaxation & Wellness,4,Airline Partner,72.1,High,City/Culture/Shopping,True,True,0,False,,,,,,,True,True,False,,City/Culture/Shopping,,7.2,,False,False,4.0,Budget,342.0,High,False,False,False,,No Spend,Eligibility Checked,Outdoor/Higher-Risk,False,None,True,
PS00425,18-24,Solo,Transit-Visa-Required,4.6,Evening,April,Carry-On Only,5,Budget,Culture & Heritage,4,Airport Signage,53.5,Medium,Airport Lounge/Relaxation,True,True,5,N,,,,,,,True,True,False,,Airport Lounge/Relaxation,,4.6,,False,False,5.0,Budget,186.0,Medium,False,True,False,,No Spend,Package Viewed,Airside/Low-Risk,False,High,True,
PS00426,35-44,Couple,Transit-Visa-Required,23.5,Afternoon,November,Checked-Through,2,Premium,Active/City,4,Travel Agent,84.9,High,Premium Fast-Track/Chauffeur,True,True,4,True,Premium Fast-Track/Chauffeur,2775.0,6.9,True,4.0,5.0,True,True,True,True,Premium Fast-Track/Chauffeur,Premium Fast-Track/Chauffeur,23.5,2775.0,False,False,2.0,Premium,1320.0,High,True,True,True,0.0,High,Completed,Outdoor/Higher-Risk,True,Medium,True,1.0
PS00427,25-34,Solo,Visa-Free/On-Arrival,3.1,Morning,September,checked-through,5,Budget,Shopping,1,Airport Signage,45.8,Medium,airport lounge/relaxation,True,True,1,True,Indoor Micro-Experience,298.0,60.0,True,2.0,2.0,True,True,True,True,Airport Lounge/Relaxation,Indoor Micro-Experience,3.1,298.0,False,False,5.0,Budget,96.0,Medium,True,True,True,1.0,Low,Completed,Airside/Low-Risk,False,Low,False,0.0
PS00428,45-54,Couple,Visa-Free/On-Arrival,15.0,Afternoon,May,Carry-On Only,5,Mid-Range,SHOPPING,4,Airline Partner,73.6,High,Indoor Micro-Experience,True,True,4,True,Indoor Micro-Experience,370.0,7.2,True,4.0,4.0,True,True,True,True,Indoor Micro-Experience,Indoor Micro-Experience,15.0,370.0,False,False,5.0,Mid-Range,810.0,High,True,True,True,0.0,Mid,Completed,Indoor/Moderate-Risk,False,Medium,True,1.0
PS00429,25-34,Solo,Transit-Visa-Required,7.5,Morning,March,Carry-On Only,5,Premium,Culture & Heritage,2,Airline Partner,70.2,High,Premium Fast-Track/Chauffeur,True,True,4,True,Premium Fast-Track/Chauffeur,1346.0,34.1,False,3.0,3.0,True,True,True,False,Premium Fast-Track/Chauffeur,Premium Fast-Track/Chauffeur,7.5,1346.0,False,False,5.0,Premium,360.0,High,True,True,True,0.0,High,Completed,Outdoor/Higher-Risk,True,Medium,True,1.0
PS00430,18-24,Solo,Visa-Free/On-Arrival,11.3,Afternoon,June,Carry-On Only,5,Mid-Range,Relaxation & Wellness,2,Airport Signage,73.0,High,Indoor Micro-Experience,True,True,4,True,Indoor Micro-Experience,276.0,8.5,True,3.0,3.0,True,True,True,True,Indoor Micro-Experience,Indoor Micro-Experience,11.3,276.0,False,False,5.0,Mid-Range,588.0,High,True,True,True,0.0,Low,Completed,Indoor/Moderate-Risk,False,Medium,True,1.0
PS00431,18-24,Family with kids,Transit-Visa-Required,10.2,Afternoon,March,Checked-Through,4,Budget,Relaxation & Wellness,5,Organic App Search,74.0,High,Indoor Micro-Experience,True,True,2,True,Indoor Micro-Experience,283.0,18.1,True,3.0,3.0,True,True,True,True,Indoor Micro-Experience,Indoor Micro-Experience,10.2,283.0,False,False,4.0,Budget,522.0,High,True,True,True,0.0,Low,Completed,Indoor/Moderate-Risk,False,Low,True,1.0
PS00432,45-54,Solo,Visa-Free/On-Arrival,11.2,Afternoon,May,Carry-On Only,3,Mid-Range,Culture & Heritage,4,Airport Signage,83.5,High,City/Culture/Shopping,True,False,4,True,City/Culture/Shopping,557.0,25.8,True,3.0,2.0,True,False,True,True,City/Culture/Shopping,City/Culture/Shopping,11.2,557.0,False,False,3.0,Mid-Range,582.0,High,True,True,True,0.0,Mid,Completed,Outdoor/Higher-Risk,False,Medium,True,1.0
PS00433,35-44,Friends/Group,Visa-Free/On-Arrival,24.6,Evening,March,CHECKED-THROUGH,3,Budget,Culture & Heritage,2,Airline Partner,76.1,High,City/Culture/Shopping,True,False,1,N,,,,,,,True,False,False,,City/Culture/Shopping,,24.6,,False,False,3.0,Budget,1386.0,High,False,True,False,,No Spend,Package Viewed,Outdoor/Higher-Risk,False,Low,True,
PS00434,18-24,Friends/Group,Not-Eligible,22.6,Afternoon,June,Checked-Through,3,Budget,Shopping,3,Airport Signage,30.0,Low,Stay Airside,True,False,0,0,,,,,,,True,False,False,,Stay Airside,,22.6,,False,False,3.0,Budget,1266.0,Low,False,False,False,,No Spend,App Viewed,Airside/Low-Risk,False,None,False,
PS00435,18-24,Family with kids,Visa-Free/On-Arrival,4.7,Morning,December,Checked-Through,5,Mid-Range,Culture & Heritage,5,Travel Agent,72.6,High,City/Culture/Shopping,True,True,3,True,City/Culture/Shopping,372.0,49.1,False,4.0,,True,True,True,False,City/Culture/Shopping,City/Culture/Shopping,4.7,372.0,False,False,5.0,Mid-Range,192.0,High,True,True,True,0.0,Mid,Completed,Outdoor/Higher-Risk,False,Medium,True,1.0
PS00436,35-44,Couple,Not-Eligible,10.0,Morning,October,Checked-Through,3,Premium,Family/Indoor,5,Social Media,30.0,Low,STAY AIRSIDE,True,True,0,False,,,,,,,True,True,False,,Stay Airside,,10.0,,False,False,3.0,Premium,510.0,Low,False,False,False,,No Spend,Eligibility Checked,Airside/Low-Risk,False,None,False,
PS00437,18-24,Friends/Group,Not-Eligible,2.1,Afternoon,May,Checked-Through,2,Mid-Range,Relaxation & Wellness,1,Airport Signage,30.0,Low,Stay Airside,True,False,1,False,,,,,,,True,False,False,,Stay Airside,,2.1,,False,False,2.0,Mid-Range,36.0,Low,False,True,False,,No Spend,Package Viewed,Airside/Low-Risk,False,Low,False,
PS00438,45-54,Solo,Transit-Visa-Required,11.9,Evening,September,Checked-Through,2,Budget,Family/Indoor,5,Travel Agent,82.9,High,City/Culture/Shopping,True,True,1,False,,,,,,,True,True,False,,City/Culture/Shopping,,11.9,,False,False,2.0,Budget,624.0,High,False,True,False,,No Spend,Package Viewed,Outdoor/Higher-Risk,False,Low,True,
PS00439,35-44,Solo,Transit-Visa-Required,13.5,Evening,March,Carry-On Only,,Mid-Range,Active/City,3,Social Media,66.8,Medium,Indoor Micro-Experience,True,True,2,False,,,,,,,True,True,False,,Indoor Micro-Experience,,13.5,,True,False,,Mid-Range,720.0,Medium,False,True,False,,No Spend,Package Viewed,Indoor/Moderate-Risk,False,Low,True,
PS00440,18-24,Solo,Transit-Visa-Required,2.0,Evening,June,Carry-On Only,4,Budget,Shopping,4,Airline Partner,49.1,Medium,Airport Lounge/Relaxation,True,True,2,False,,,,,,,True,True,False,,Airport Lounge/Relaxation,,2.0,,False,False,4.0,Budget,30.0,Medium,False,True,False,,No Spend,Package Viewed,Airside/Low-Risk,False,Low,False,
PS00441,18-24,Family with kids,Transit-Visa-Required,7.4,Morning,August,Checked-Through,3,Mid-Range,Culture & Heritage,4,Airline Partner,79.7,High,City/Culture/Shopping,True,TRUE,3,True,City/Culture/Shopping,487.0,37.6,True,4.0,4.0,True,True,True,True,City/Culture/Shopping,City/Culture/Shopping,7.4,487.0,False,False,3.0,Mid-Range,354.0,High,True,True,True,0.0,Mid,Completed,Outdoor/Higher-Risk,False,Medium,True,1.0
PS00442,55+,Solo,VISA-FREE/ON-ARRIVAL,11.3,Evening,July,Checked-Through,2,Budget,Family/Indoor,5,Social Media,91.6,High,City/Culture/Shopping,True,True,1,True,City/Culture/Shopping,477.0,6.2,True,4.0,3.0,True,True,True,True,City/Culture/Shopping,City/Culture/Shopping,11.3,477.0,False,False,2.0,Budget,588.0,High,True,True,True,0.0,Mid,Completed,Outdoor/Higher-Risk,False,Low,False,1.0
PS00443,25-34,Couple,Visa-Free/On-Arrival,9.2,Evening,June,Needs Storage,4,Premium,Relaxation & Wellness,5,Travel Agent,81.1,High,Indoor Micro-Experience,True,True,3,True,Indoor Micro-Experience,524.0,19.5,True,4.0,4.0,True,True,True,True,Indoor Micro-Experience,Indoor Micro-Experience,9.2,524.0,False,False,4.0,Premium,462.0,High,True,True,True,0.0,Mid,Completed,Indoor/Moderate-Risk,True,Medium,True,1.0
PS00444,25-34,Friends/Group,Transit-Visa-Required,3.2,Afternoon,February,Checked-Through,1,Budget,Family/Indoor,2,Organic App Search,60.0,Medium,Airport Lounge/Relaxation,True,True,1,1,Airport Lounge/Relaxation,254.0,62.0,False,4.0,5.0,True,True,True,False,Airport Lounge/Relaxation,Airport Lounge/Relaxation,3.2,254.0,False,False,1.0,Budget,102.0,Medium,True,True,True,1.0,Low,Completed,Airside/Low-Risk,False,Low,False,1.0
PS00445,45-54,Friends/Group,Visa-Free/On-Arrival,3.4,Afternoon,July,Checked-Through,3,Budget,Active/City,4,Airport Signage,66.8,Medium,Airport Lounge/Relaxation,True,True,4,True,Airport Lounge/Relaxation,225.0,55.0,1,4.0,4.0,True,True,True,True,Airport Lounge/Relaxation,Airport Lounge/Relaxation,3.4,225.0,False,False,3.0,Budget,114.0,Medium,True,True,True,0.0,Low,Completed,Airside/Low-Risk,False,Medium,False,1.0
PS00446,55+,Couple,Visa-Free/On-Arrival,6.9,Afternoon,August,Carry-On Only,3,Mid-Range,Family/Indoor,3,Word of Mouth/Referral,76.2,High,City/Culture/Shopping,True,True,0,True,Airport Lounge/Relaxation,161.0,35.5,False,2.0,2.0,True,True,True,False,City/Culture/Shopping,Airport Lounge/Relaxation,6.9,161.0,False,False,3.0,Mid-Range,324.0,High,True,False,True,0.0,Low,Completed,Outdoor/Higher-Risk,False,None,True,0.0
PS00447,55+,Solo,Visa-Free/On-Arrival,5.7,Evening,January,Checked-Through,5,Budget,Shopping,3,Airline Partner,60.0,Medium,Airport Lounge/Relaxation,True,True,5,Yes,Airport Lounge/Relaxation,239.0,39.7,Y,4.0,4.0,True,True,True,True,Airport Lounge/Relaxation,Airport Lounge/Relaxation,5.7,239.0,False,False,5.0,Budget,252.0,Medium,True,True,True,0.0,Low,Completed,Airside/Low-Risk,False,High,True,1.0
PS00448,45-54,Family with kids,Transit-Visa-Required,6.0,Evening,September,Carry-On Only,3,Mid-Range,Shopping,3,Word of Mouth/Referral,66.0,Medium,Indoor Micro-Experience,True,False,0,False,,,,,,,True,False,False,,Indoor Micro-Experience,,6.0,,False,False,3.0,Mid-Range,270.0,Medium,False,False,False,,No Spend,App Viewed,Indoor/Moderate-Risk,False,None,True,
PS00449,25-34,Couple,Transit-Visa-Required,2.9,Morning,April,Carry-On Only,3,Premium,relaxation & wellness,3,Social Media,58.9,Medium,Indoor Micro-Experience,True,False,1,False,,,,,,,True,False,False,,Indoor Micro-Experience,,2.9,,False,False,3.0,Premium,84.0,Medium,False,True,False,,No Spend,Package Viewed,Indoor/Moderate-Risk,False,Low,False,
PS00450,18-24,Solo,Visa-Free/On-Arrival,7.6 hrs,Evening,August,Needs Storage,4,Budget,Relaxation & Wellness,3,Social Media,70.4,High,city/culture/shopping,True,True,6,True,Airport Lounge/Relaxation,240.0,23.8,True,3.0,4.0,True,True,True,True,City/Culture/Shopping,Airport Lounge/Relaxation,7.6,240.0,False,False,4.0,Budget,366.0,High,True,True,True,0.0,Low,Completed,Outdoor/Higher-Risk,False,High,True,0.0
PS00451,45-54,Solo,Not-Eligible,17.5,Morning,October,Needs Storage,3,Budget,Shopping,2,Airline Partner,30.0,Low,  Stay Airside ,True,False,4,False,,,,,,,True,False,False,,Stay Airside,,17.5,,False,False,3.0,Budget,960.0,Low,False,True,False,,No Spend,Package Viewed,Airside/Low-Risk,False,Medium,False,
PS00452,35-44,Friends/Group,Transit-Visa-Required,3.3,Morning,July,Needs Storage,2,Premium,Shopping,4,Airline Partner,59.7,Medium,Indoor Micro-Experience,True,True,2,FALSE,,,,,,,True,True,False,,Indoor Micro-Experience,,3.3,,False,False,2.0,Premium,108.0,Medium,False,True,False,,No Spend,Package Viewed,Indoor/Moderate-Risk,False,Low,False,
PS00453,25-34,Family with kids,Transit-Visa-Required,6.5,Night,October,Checked-Through,3,Mid-Range,Family/Indoor,4,Travel Agent,72.0,High,City/Culture/Shopping,True,True,2,FALSE,,,,,,,True,True,False,,City/Culture/Shopping,,6.5,,False,False,3.0,Mid-Range,300.0,High,False,True,False,,No Spend,Package Viewed,Outdoor/Higher-Risk,False,Low,True,
PS00454,55+,Family with kids,Transit-Visa-Required,10.6,Night,July,Needs Storage,5,Premium,Family/Indoor,3,Airline Partner,65.2,Medium,Indoor Micro-Experience,True,1,4,True,Indoor Micro-Experience,434.0,3.7,True,3.0,3.0,True,True,True,True,Indoor Micro-Experience,Indoor Micro-Experience,10.6,434.0,False,False,5.0,Premium,546.0,Medium,True,True,True,0.0,Mid,Completed,Indoor/Moderate-Risk,False,Medium,True,1.0
PS00455,18-24,Friends/Group,Transit-Visa-Required,2.4,Morning,February,Checked-Through,3,Budget,Shopping,5,Airline Partner,63.3,Medium,Airport Lounge/Relaxation,True,True,3,True,Airport Lounge/Relaxation,136.0,65.9,True,4.0,4.0,True,True,True,True,Airport Lounge/Relaxation,Airport Lounge/Relaxation,2.4,136.0,False,False,3.0,Budget,54.0,Medium,True,True,True,1.0,Low,Completed,Airside/Low-Risk,False,Medium,False,1.0
PS00456,25-34,Couple,Visa-Free/On-Arrival,7.7,Afternoon,January,Carry-On Only,4,Budget,Family/Indoor,1,Airline Partner,71.6,High,Indoor Micro-Experience,True,True,3,True,Indoor Micro-Experience,294.0,26.6,True,4.0,4.0,True,True,True,True,Indoor Micro-Experience,Indoor Micro-Experience,7.7,294.0,False,False,4.0,Budget,372.0,High,True,True,True,0.0,Low,Completed,Indoor/Moderate-Risk,False,Medium,True,1.0
PS00457,18-24,Couple,Transit-Visa-Required,13.3,Morning,April,Carry-On Only,5,Budget,Culture & Heritage,3,Airline Partner,61.7,Medium,Airport Lounge/Relaxation,True,True,5,True,Airport Lounge/Relaxation,154.0,3.1,True,4.0,4.0,True,True,True,True,Airport Lounge/Relaxation,Airport Lounge/Relaxation,13.3,154.0,False,False,5.0,Budget,708.0,Medium,True,True,True,0.0,Low,Completed,Airside/Low-Risk,False,High,True,1.0
PS00458,25-34,Couple,Visa-Free/On-Arrival,3.8,Afternoon,December,Checked-Through,4,Budget,Active/City,3,Social Media,58.5,Medium,Airport Lounge/Relaxation,True,True,3,N,,,,,,,True,True,False,,Airport Lounge/Relaxation,,3.8,,False,False,4.0,Budget,138.0,Medium,False,True,False,,No Spend,Package Viewed,Airside/Low-Risk,False,Medium,False,
PS00459,18-24,Solo,not-eligible,8.1,Night,February,Carry-On Only,4,Mid-Range,Shopping,1,Airport Signage,30.0,Low,Stay Airside,True,True,0,False,,,,,,,True,True,False,,Stay Airside,,8.1,,False,False,4.0,Mid-Range,396.0,Low,False,False,False,,No Spend,Eligibility Checked,Airside/Low-Risk,False,None,False,
PS00460,18-24,Couple,Not-Eligible,12.7,Night,August,Checked-Through,4,Budget,Relaxation & Wellness,2,Airport Signage,30.0,Low,Stay Airside,True,True,1,False,,,,,,,True,True,False,,Stay Airside,,12.7,,False,False,4.0,Budget,672.0,Low,False,True,False,,No Spend,Package Viewed,Airside/Low-Risk,False,Low,False,
PS00461,18-24,Family with kids,Visa-Free/On-Arrival,23.9,Evening,October,Checked-Through,,Mid-Range,Family/Indoor,5,Airport Signage,87.8,High,City/Culture/Shopping,True,True,2,True,City/Culture/Shopping,433.0,4.2,True,4.0,4.0,True,True,True,True,City/Culture/Shopping,City/Culture/Shopping,23.9,433.0,True,False,,Mid-Range,1344.0,High,True,True,True,0.0,Mid,Completed,Outdoor/Higher-Risk,False,Low,True,1.0
PS00462,35-44,Couple,Visa-Free/On-Arrival,7.9,Afternoon,July,Needs Storage,5,Budget,Shopping,3,Word of Mouth/Referral,74.6,High,Indoor Micro-Experience,True,True,3,yes ,City/Culture/Shopping,440.0,32.4,True,3.0,2.0,True,True,True,True,Indoor Micro-Experience,City/Culture/Shopping,7.9,440.0,False,False,5.0,Budget,384.0,High,True,True,True,0.0,Mid,Completed,Indoor/Moderate-Risk,False,Medium,True,0.0
PS00463,35-44,Friends/Group,Transit-Visa-Required,4.7,Evening,August,Checked-Through,5,Premium,Family/Indoor,3,Organic App Search,60.4,Medium,Indoor Micro-Experience,True,TRUE,2,False,,,,,,,True,True,False,,Indoor Micro-Experience,,4.7,,False,False,5.0,Premium,192.0,Medium,False,True,False,,No Spend,Package Viewed,Indoor/Moderate-Risk,False,Low,True,
PS00464,35-44,Couple,Visa-Free/On-Arrival,2.0,Afternoon,November,Checked-Through,4,Budget,Shopping,3,Social Media,53.2,Medium,Airport Lounge/Relaxation,True,True,2,False,,,,,,,True,True,False,,Airport Lounge/Relaxation,,2.0,,False,False,4.0,Budget,30.0,Medium,False,True,False,,No Spend,Package Viewed,Airside/Low-Risk,False,Low,False,
PS00465,55+,Couple,Transit-Visa-Required,4.7,Night,June,Checked-Through,3,Budget,Relaxation & Wellness,5,Social Media,69.0,Medium,Airport Lounge/Relaxation,1,yes ,0,False,,,,,,,True,True,False,,Airport Lounge/Relaxation,,4.7,,False,False,3.0,Budget,192.0,Medium,False,False,False,,No Spend,Eligibility Checked,Airside/Low-Risk,False,None,True,
PS00466,25-34,Couple,Visa-Free/On-Arrival,2.7,Night,January,Needs Storage,2,Mid-Range,Family/Indoor,3,Airport Signage,63.3,Medium,Indoor Micro-Experience,True,True,4,True,Indoor Micro-Experience,384.0,59.5,True,5.0,4.0,True,True,True,True,Indoor Micro-Experience,Indoor Micro-Experience,2.7,384.0,False,False,2.0,Mid-Range,72.0,Medium,True,True,True,1.0,Mid,Completed,Indoor/Moderate-Risk,False,Medium,False,1.0
PS00467,25-34,Couple,Visa-Free/On-Arrival,18.3,Evening,December,Checked-Through,3,Budget,Shopping,5,Social Media,87.3,High,City/Culture/Shopping,True,True,1,True,Indoor Micro-Experience,345.0,7.7,True,3.0,3.0,True,True,True,True,City/Culture/Shopping,Indoor Micro-Experience,18.3,345.0,False,False,3.0,Budget,1008.0,High,True,True,True,0.0,Mid,Completed,Outdoor/Higher-Risk,False,Low,True,0.0
PS00468,45-54,Family with kids,Not-Eligible,12.3,Afternoon,September,Checked-Through,,Mid-Range,Shopping,3,Travel Agent,30.0,Low,Stay Airside,True,False,1,False,,,,,,,True,False,False,,Stay Airside,,12.3,,True,False,,Mid-Range,648.0,Low,False,True,False,,No Spend,Package Viewed,Airside/Low-Risk,False,Low,False,
PS00469,25-34,Solo,Transit-Visa-Required,3.4,Afternoon,June,Needs Storage,5,Mid-Range,Relaxation & Wellness,3,Social Media,51.3,Medium,Indoor Micro-Experience,True,False,2,False,,,,,,,True,False,False,,Indoor Micro-Experience,,3.4,,False,False,5.0,Mid-Range,114.0,Medium,False,True,False,,No Spend,Package Viewed,Indoor/Moderate-Risk,False,Low,False,
PS00470,55+,COUPLE,Transit-Visa-Required,4.5,Morning,December,Checked-Through,3,Premium,Culture & Heritage,2,Airport Signage,58.7,Medium,Indoor Micro-Experience,True,True,1,False,,,,,,,True,True,False,,Indoor Micro-Experience,,4.5,,False,False,3.0,Premium,180.0,Medium,False,True,False,,No Spend,Package Viewed,Indoor/Moderate-Risk,False,Low,True,
PS00471,18-24,Solo,Visa-Free/On-Arrival,7.8,Evening,October,Checked-Through,3,Mid-Range,Family/Indoor,4,Social Media,85.1,High,City/Culture/Shopping,True,True,4,True,City/Culture/Shopping,443.0,44.2,True,4.0,4.0,True,True,True,True,City/Culture/Shopping,City/Culture/Shopping,7.8,443.0,False,False,3.0,Mid-Range,378.0,High,True,True,True,0.0,Mid,Completed,Outdoor/Higher-Risk,False,Medium,True,1.0
PS00472,55+,Solo,Transit-Visa-Required,13.2,Afternoon,January,Carry-On Only,3,Mid-Range,Culture & Heritage,4,Organic App Search,77.7,High,City/Culture/Shopping,True,True,1,False,,,,,,,True,True,False,,City/Culture/Shopping,,13.2,,False,False,3.0,Mid-Range,702.0,High,False,True,False,,No Spend,Package Viewed,Outdoor/Higher-Risk,False,Low,True,
PS00473,18-24,Couple,Transit-Visa-Required,10.0,Afternoon,January,Checked-Through,3,Premium,Active/City,3,Word of Mouth/Referral,76.5,High,PREMIUM FAST-TRACK/CHAUFFEUR,True,True,2,True,Airport Lounge/Relaxation,272.0,11.7,True,2.0,2.0,True,True,True,True,Premium Fast-Track/Chauffeur,Airport Lounge/Relaxation,10.0,272.0,False,False,3.0,Premium,510.0,High,True,True,True,0.0,Low,Completed,Outdoor/Higher-Risk,True,Low,True,0.0
PS00474,45-54,Family with kids,Transit-Visa-Required,9.5,Afternoon,August,Carry-On Only,4,Premium,Family/Indoor,1,Word of Mouth/Referral,63.3,Medium,INDOOR MICRO-EXPERIENCE,True,False,2,False,,,,,,,True,False,False,,Indoor Micro-Experience,,9.5,,False,False,4.0,Premium,480.0,Medium,False,True,False,,No Spend,Package Viewed,Indoor/Moderate-Risk,False,Low,True,
PS00475,35-44,Friends/Group,Transit-Visa-Required,8.4,Evening,June,Checked-Through,3,Mid-Range,Relaxation & Wellness,3,Airport Signage,76.0,High,City / Culture / Shopping,True,True,4,True,Premium Fast-Track/Chauffeur,2391.0,28.1,True,3.0,3.0,True,True,True,True,City/Culture/Shopping,Premium Fast-Track/Chauffeur,8.4,2391.0,False,False,3.0,Mid-Range,414.0,High,True,True,True,0.0,High,Completed,Outdoor/Higher-Risk,False,Medium,True,0.0
PS00476,55+,Couple,Transit-Visa-Required,3.6,Morning,August,Needs Storage,2,Mid-Range,Shopping,2,Airline Partner,68.2,Medium,Indoor Micro-Experience,True,True,4,True,Airport Lounge/Relaxation,245.0,59.0,True,2.0,1.0,True,True,True,True,Indoor Micro-Experience,Airport Lounge/Relaxation,3.6,245.0,False,False,2.0,Mid-Range,126.0,Medium,True,True,True,1.0,Low,Completed,Indoor/Moderate-Risk,False,Medium,False,0.0
PS00477,18-24,Family with kids,Visa-Free/On-Arrival,7.8,Night,August,Needs Storage,3,,Shopping,3,Word of Mouth/Referral,77.5,High,City/Culture/Shopping,True,True,2,True,City/Culture/Shopping,524.0,42.1,True,3.0,3.0,True,True,True,True,City/Culture/Shopping,City/Culture/Shopping,7.8,524.0,False,True,3.0,Unknown,378.0,High,True,True,True,0.0,Mid,Completed,Outdoor/Higher-Risk,False,Low,True,1.0
PS00478,35-44,Couple,Visa-Free/On-Arrival,7.3,Night,November,Checked-Through,2,Budget,Culture & Heritage,5,Airline Partner,88.2,High,City/Culture/Shopping,Yes,True,2,True,AIRPORT LOUNGE/RELAXATION,212.0,22.2,True,2.0,2.0,True,True,True,True,City/Culture/Shopping,Airport Lounge/Relaxation,7.3,212.0,False,False,2.0,Budget,348.0,High,True,True,True,0.0,Low,Completed,Outdoor/Higher-Risk,False,Low,True,0.0
PS00479,55+,Couple,Transit-Visa-Required,2.7,Night,August,Checked-Through,5,Premium,Culture & Heritage,4,Social Media,59.3,Medium,Indoor Micro-Experience,True,Yes,6,False,,,,,,,True,True,False,,Indoor Micro-Experience,,2.7,,False,False,5.0,Premium,72.0,Medium,False,True,False,,No Spend,Package Viewed,Indoor/Moderate-Risk,False,High,False,
